"","game_dates","white_player","white_elo","black_player","black_elo","time_control","opening_code","opening","notations","final_position","match_result","game_link"
"881","2021.08.25","BrownInTown94"," 991","Cgb3"," 996","120+1","ECO D20","Queens-Gambit-Accepted-3.Nc3","1. d4  d5 2. c4  dxc4 3. Nc3  e6 4. e3  Nf6 5. Bxc4  Be7 6. Nf3  O-O 7. O-O  Nbd7 8. Qc2  Nb6 9. Bb3  Bd7 10. Bd2  Nbd5 11. Nxd5  Nxd5 12. e4  Nb4 13. Bxb4  Bxb4 14. e5  Rc8 15. a3  Ba5 16. Rad1  Bb6 17. Ba2  c5 18. Bb1  g6 19. dxc5  Bxc5 20. Qd3  Bc6 21. Qc4  Bb6 22. Rxd8 1-0","2rR1rk1/pp3p1p/1bb1p1p1/4P3/2Q5/P4N2/1P3PPP/1B3RK1 b - -","Termination BrownInTown94 won by resignation","https://www.chess.com/game/live/23671271607"
"882","2021.08.25","BrownInTown94"," 1005","ThegenericU"," 997","120+1","ECO A41","Queens-Pawn-Opening-1...d6-2.c4-Nd7","1. d4  d6 2. c4  Nd7 3. e4  e5 4. Nf3  exd4 5. Nxd4  g6 6. Nc3  Bg7 7. Be3  Nc5 8. b3  Nf6 9. Qf3  O-O 10. Be2  Re8 11. Bg5  Bg4 12. Qxg4  Nxg4 13. Bxd8  Raxd8 14. Bxg4  Bxd4 15. O-O  Bxc3 16. Rac1  Nxe4 17. Bf3  Bd2 18. Rcd1  c6 19. Bxe4  Rxe4 20. Rxd2  b5 21. c5  d5 22. f3  Re3 23. Kf2  Rc3 24. Re1  a5 25. Re7  a4 26. bxa4  bxa4 27. Rde2  Rxc5 28. Kg3  Rc4 29. f4  d4 0-1","3r2k1/4Rp1p/2p3p1/8/p1rp1P2/6K1/P3R1PP/8 w - -","Termination ThegenericU won on time","https://www.chess.com/game/live/23674251313"
"883","2021.08.25","BrownInTown94"," 1011","zzz333777"," 913","120+1","ECO D20","Queens-Gambit-Accepted-Central-Variation-Alekhine-System-4.Nc3","1. d4  d5 2. c4  dxc4 3. Nc3  Nf6 4. e4  a6 5. Bxc4  e6 6. Nf3  Bb4 7. Qe2  O-O 8. O-O  c5 9. e5  Nd5 10. Bg5  Qd7 11. Rad1  h6 12. Bxh6  gxh6 13. Nh4  Qe7 14. Nxd5  exd5 15. Bxd5  Be6 16. Qg4+  Qg5 17. Qxg5+  hxg5 18. Bxe6  fxe6 19. Nf3  Rf5 20. a3  Ba5 21. dxc5  Nc6 22. b4  Bc7 23. Rfe1  Nxe5 24. Nxe5  Bxe5 25. g4  Rf3 26. Rxe5  Rxa3 27. Rxg5+  Kf7 28. h4  Rb3 29. Rd4  Re8 30. h5  e5 31. Re4  Rd8 32. Rexe5  Kf6 33. Rgf5+  Kg7 34. Rg5+  Kh8 35. Rgf5  Rxb4 36. g5  Rg4+ 37. Kh2  Rg8 38. Kh3  Rc4 39. Re7  Rc3+ 40. Kg4  Rd8 41. Rxb7  Rd4+ 42. Rf4  Rdd3 43. Rbf7  Rd8 44. Rf8+  Rxf8 45. Rxf8+  Kg7 46. Rf6  Rxc5 47. h6+  Kg8 48. Kh5  Rc4 49. Kg6  Rc7 50. Re6  a5 51. Ra6  Kh8 52. Ra8+ 1-0","R6k/2r5/6KP/p5P1/8/8/5P2/8 b - -","Termination BrownInTown94 won by resignation","https://www.chess.com/game/live/23674798155"
"884","2021.07.01","BrownInTown94"," 995","Thom874"," 999","120+1","ECO A80","Dutch-Defense-Raphael-Variation-2...Nf6-3.Bg5","1. d4  f5 2. Nc3  Nf6 3. Bg5  c6 4. Bxf6  gxf6 5. e3  e6 6. Bd3  b6 7. Nf3  Bb7 8. O-O  Rg8 9. e4  f4 10. e5  fxe5 11. Nxe5  c5 12. Qh5+  Ke7 13. Qxh7+  Rg7 14. Ng6+  Kd6 15. dxc5+  Kc7 16. cxb6+  axb6 17. Nb5+  Kc8 18. Nd6+  Bxd6 19. Qxg7  Nc6 20. Rad1  Kc7 21. Bb5  Bc5 22. Bxc6  Bxc6 23. Qe5+  Kb7 24. Nxf4  Qg8 25. g3  Rf8 26. Nh3  Rf5 27. Qc3  Qf8 28. Rd2 1-0","5q2/1k1p4/1pb1p3/2b2r2/8/2Q3PN/PPPR1P1P/5RK1 b - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/18917800243"
"885","2021.07.02","BrownInTown94"," 1002","manishpaulchess"," 996","120+1","ECO A40","Englund-Gambit-2.dxe5","1. d4  e5 2. dxe5  Bc5 3. c3  d6 4. exd6  Ne7 5. dxe7  Bxf2+ 6. Kxf2  Qxd1 0-1","rnb1k2r/ppp1Pppp/8/8/8/2P5/PP2PKPP/RNBq1BNR w kq -","Termination manishpaulchess won by resignation","https://www.chess.com/game/live/18995817015"
"886","2021.07.02","BrownInTown94"," 986","manishpaulchess"," 1012","120+1","ECO D10","Slav-Defense-3.Nc3-Nf6-4.e3-g6","1. d4  d5 2. c4  c6 3. Nc3  Nf6 4. e3  g6 5. Nf3  Bg7 6. Be2  O-O 7. O-O  Nfd7 8. b3  e5 9. Bb2  e4 10. Nd2  a6 11. cxd5  cxd5 12. Nxd5  Nf6 13. Nxf6+  Qxf6 14. Nxe4  Qc6 15. Bf3  f5 16. Nc5  Qd6 17. Nxb7  Bxb7 18. Bxb7  Ra7 19. Qf3  Rf7 20. Bd5  Kf8 21. Bxf7  Kxf7 22. Rac1  Nd7 23. Rfd1  Nf6 24. Qe2  Ne4 25. f3  Ng5 26. e4  fxe4 27. fxe4  Re7 28. Ba3  Qxa3 29. Rc2  Rxe4 30. Qf2+  Bf6 31. Rc7+  Ke8 0-1","4k3/2R4p/p4bp1/6n1/3Pr3/qP6/P4QPP/3R2K1 w - -","Termination manishpaulchess won on time","https://www.chess.com/game/live/18996358689"
"887","2021.07.03","BrownInTown94"," 1000","ansarilaeeq"," 949","120+1","ECO D31","Queens-Gambit-Declined-Queens-Knight-Variation-3...dxc4","1. d4  d5 2. c4  e6 3. Nc3  dxc4 4. Nf3  Nc6 5. e3  Nf6 6. Bxc4  Be7 7. O-O  O-O 8. Qc2  a6 9. Re1  b5 10. Bb3  Bb7 11. e4  Nb4 12. Qe2  Rb8 13. e5  Nfd5 14. Nxd5  Nxd5 15. Bd2  c5 16. Rac1  cxd4 17. Nxd4  Qb6 18. Be3  Qd8 19. Nc6  Bxc6 20. Rxc6  a5 21. a3  a4 22. Ba2  Bg5 23. Bc5  Re8 24. Bd6  Rc8 25. Qxb5  Rxc6 26. Qxc6  Ne7 27. Bxe7  Qxe7 28. Qxa4  Qc5 29. Qc4  Qb6 30. h3  Bf4 31. Qxf4  Qxb2 32. Bc4  Qxa3 33. Kh2  Qb4 34. Re4  Qb1 35. Qf3  g6 36. Rh4 1-0","4r1k1/5p1p/4p1p1/4P3/2B4R/5Q1P/5PPK/1q6 b - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/19029983481"
"888","2021.07.04","BrownInTown94"," 1007","dpastranah"," 959","120+1","ECO B00","Kings-Pawn-Opening-St-George-Defense-2.d4","1. d4  a6 2. e4  e5 3. dxe5  Nc6 4. Nf3  Bc5 5. Nc3  d6 6. Bc4  f6 7. exd6  f5 8. O-O  Bxd6 9. Bg5  Nf6 10. e5  Nxe5 11. Nxe5  h6 12. Bf7+  Kf8 13. Bxf6  Qxf6 14. Bb3  Qxe5 15. Re1  Qxh2+ 16. Kf1  Qh1+ 17. Ke2  Qh5+ 18. Kd2  Bf4+ 19. Kd3  Qg6 20. Qf3  Qd6+ 21. Ke2  Bd7 22. Kf1  Bb5+ 23. Kg1  Bc6 24. Qh3  Bxg2 25. Qxf5+  Qf6 26. Qxf6+  gxf6 27. Kxg2  Rg8+ 28. Kf1  Bd2 29. Re2  Bxc3 30. bxc3  Re8 31. Bxg8  Rxe2 32. Kxe2  Kxg8 33. Rd1  Kg7 34. Rd7+  Kg6 35. Rxc7  b5 36. Rc6  a5 37. Kf3  b4 38. Ke3 1-0","8/8/2R2pkp/p7/1p6/2P1K3/P1P2P2/8 b - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/19100784823"
"889","2021.07.04","BrownInTown94"," 989","MayankAroraa"," 1022","120+1","ECO A45","Trompowsky-Attack-2...d6-3.Bxf6-exf6","1. d4  Nf6 2. Bg5  d6 3. Bxf6  exf6 4. e4  g6 5. Nc3  Bg7 6. Bd3  O-O 7. Nf3  Nd7 8. O-O  c5 9. dxc5  Nxc5 10. Nd5  Nxd3 11. cxd3  f5 12. exf5  Bxf5 13. Rb1  Qa5 14. Nc3  Bxc3 15. bxc3  Qxa2 16. Rxb7  Qa6 17. Rb4  Bxd3 18. Nd4  Bxf1 19. Qxf1  Qxf1+ 20. Kxf1 0-1","r4rk1/p4p1p/3p2p1/8/1R1N4/2P5/5PPP/5K2 b - -","Termination MayankAroraa won by resignation","https://www.chess.com/game/live/19101395013"
"890","2021.07.04","BrownInTown94"," 993","morengo75"," 1044","120+1","ECO D24","Queens-Gambit-Accepted-Showalter-Variation","1. d4  d5 2. c4  dxc4 3. Nc3  Nf6 4. Nf3  g6 5. e3  Bg7 6. Bxc4  O-O 7. O-O  Nc6 8. Qc2  Be6 9. Bxe6  fxe6 10. a4  a6 11. b3  Nb4 12. Qe2  Nfd5 13. Nxd5  exd5 14. Ba3  Nc6 15. Rac1  e6 16. Rfe1  Re8 17. e4  Nxd4 18. Nxd4  Bxd4 19. exd5  exd5 20. Qf3  Rxe1+ 21. Rxe1  Bc3 22. Qxc3  c6 23. Re7  Qb6 24. Qg7# 1-0","r5k1/1p2R1Qp/pqp3p1/3p4/P7/BP6/5PPP/6K1 b - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/19101956545"
"891","2021.07.08","BrownInTown94"," 989","anewton22"," 859","120+1","ECO A45","Trompowsky-Attack-2...d6-3.Bxf6","1. d4  Nf6 2. Bg5  d6 3. Bxf6  gxf6 4. e4  e5 5. Nf3  Nc6 6. d5  Ne7 7. Nc3  Bd7 8. Bd3  Ng6 9. Qd2  Qe7 10. a4  O-O-O 11. a5  a6 12. Qe2  Qe8 13. Bxa6  bxa6 14. Qxa6+  Kb8 15. b4  Bb5 16. Nxb5  Nf4 17. Qa7+  Kc8 1-0","2krqb1r/Q1p2p1p/3p1p2/PN1Pp3/1P2Pn2/5N2/2P2PPP/R3K2R w KQ -","Termination BrownInTown94 won by resignation","https://www.chess.com/game/live/19441575665"
"892","2021.07.08","BrownInTown94"," 995","apwhiskyclub"," 889","120+1","ECO B06","Modern-Defense-with-1-e4-2.d4-Bg7-3.Nf3","1. d4  g6 2. Nf3  Bg7 3. e4  d6 4. c3  Nf6 5. Nbd2  O-O 6. b3  Bg4 7. Bb2  Bxf3 8. Nxf3  Nxe4 9. Bd3  Nf6 10. Qc2  Nc6 11. O-O-O  e5 12. h4  e4 13. Bxe4  Nxe4 14. Qxe4  Re8 15. Qd3  Ne7 16. h5  Nf5 17. h6  Bxh6+ 18. Kb1  Qf6 19. Bc1  Bxc1 20. Rxc1  Re7 21. g4  Ng7 22. Rh3  Rae8 23. Rch1  h5 24. gxh5  Nxh5 25. Rg1  Nf4 26. Qf1  Nxh3 27. Qxh3  Qh8 28. Qg2  Qh5 29. Rh1 1-0","4r1k1/ppp1rp2/3p2p1/7q/3P4/1PP2N2/P4PQ1/1K5R b - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/19508536835"
"893","2021.07.08","BrownInTown94"," 1249","jjed"," 1149","900+10","ECO C00","French-Defense-Normal-Variation","1. d4  e6 2. e4  h6 3. Nc3  d6 4. Bd3  Nf6 5. Nf3  Be7 6. Be3  O-O 7. Qd2  Ng4 8. Bf4  Bg5 9. Nxg5  hxg5 10. Bxg5  f6 11. h3  fxg5 12. hxg4  Qf6 13. f3  e5 14. Nd5  Qg6 15. Nxc7  exd4 16. Bc4+  Rf7 17. O-O-O  Bd7 18. Bxf7+  Qxf7 19. Qxd4  Bc6 20. Nxa8  d5 21. exd5  Bd7 22. Nc7  Qf4+ 23. Qxf4  gxf4 24. Ne6  Bxe6 25. dxe6  Nc6 26. Rd7  Kf8 1-0","5k2/pp1R2p1/2n1P3/8/5pP1/5P2/PPP3P1/2K4R w - -","Termination BrownInTown94 won by resignation","https://www.chess.com/game/live/19509072507"
"894","2021.07.08","BrownInTown94"," 1232","jinlaca"," 1299","900+10","ECO D24","Queens-Gambit-Accepted-Showalter-Variation","1. d4  d5 2. c4  dxc4 3. Nc3  Nf6 4. Nf3  e6 5. e3  Bb4 6. Bxc4  Bxc3+ 7. bxc3  O-O 8. O-O  c6 9. Bb2  b5 10. Bd3  a5 11. a4  b4 12. cxb4  axb4 13. Qb3  Na6 14. Rfc1  Qd5 15. Bc4  Qa5 16. Ne5  Bd7 17. Bd3  c5 18. Nxd7  Nxd7 19. Bb5  Rfd8 20. Rc2  Nc7 21. Bxd7  Rxd7 22. dxc5  Rad8 23. Bd4  Nd5 24. h3  Rc7 25. Rb1  f6 26. e4  Nc3 27. Bxc3  bxc3 28. Rxc3  Rxc5 29. Rxc5  Qxc5 30. Qxe6+  Kf8 31. Rb7  Qc1+ 32. Kh2  Qf4+ 33. Kg1  Rd1# 0-1","5k2/1R4pp/4Qp2/8/P3Pq2/7P/5PP1/3r2K1 w - -","Termination jinlaca won by checkmate","https://www.chess.com/game/live/19509660465"
"895","2021.07.09","BrownInTown94"," 992","Winstonby"," 996","120+1","ECO D37","Queens-Gambit-Declined-Three-Knights-Variation-4...Be7-5.e3","1. d4  d5 2. c4  e6 3. Nf3  Nf6 4. Nc3  Be7 5. e3  O-O 6. Bd3  c5 7. O-O  cxd4 8. Nxd4  Nc6 9. Qf3  Nxd4 10. exd4  dxc4 11. Bxc4  Bd7 12. Qxb7  Rb8 13. Qf3  Qc7 14. Bb3  Bc6 15. Qd3  Rfd8 16. Be3  Nd5 17. Bc2  Nxc3 18. Qxh7+  Kf8 19. Qh8# 1-0","1r1r1k1Q/p1q1bpp1/2b1p3/8/3P4/2n1B3/PPB2PPP/R4RK1 b - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/19610468327"
"896","2021.07.23","BrownInTown94"," 993","pasatembo"," 949","120+1","ECO C20","Kings-Pawn-Opening-The-Whale-Variation","1. c4  e5 2. e4  Bc5 3. Nf3  d6 4. g3  Nf6 5. Nc3  O-O 6. d3  h6 7. Bg2  Nc6 8. O-O  Nd4 9. Nxd4  Bxd4 10. Ne2  Bc5 11. Bd2  Bg4 12. Be3  b6 13. Bxc5  bxc5 14. f3  Be6 15. Nc3  a6 16. Nd5  Bxd5 17. cxd5  Qd7 18. b3  c6 19. dxc6  Qxc6 20. Rc1  a5 21. Qd2  a4 22. f4  axb3 23. axb3  Qb5 24. fxe5  dxe5 25. Qc3  Rfe8 26. Rb1  Ra3 27. Bh3  Nd7 28. Rfd1  Nb6 29. Rf1  Rd8 30. Rf3  c4 31. dxc4  Nxc4 32. Bf1  Rxb3 33. Qxc4  Qxc4 34. Bxc4  Rxb1+ 35. Kg2  Rb2+ 36. Kh3  Rd4 37. Bxf7+  Kh7 38. Bd5  Rbd2 39. Kg4  R4d3 40. Rf5  Rxh2 41. Rxe5  Rg2 42. Kf5  Rgxg3 43. Re8  h5 44. Bg8+  Kh6 45. Re6+  g6+ 46. Kf6 1-0","6B1/8/4RKpk/7p/4P3/3r2r1/8/8 b - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/20816976861"
"897","2021.07.24","BrownInTown94"," 997","StaSieg1337"," 1064","120+1","ECO A10","English-Opening-1...b6-2.d4-Bb7","1. c4  b6 2. d4  Bb7 3. Nf3  e6 4. e4  Bb4+ 5. Bd2  Bxd2+ 6. Qxd2  Nc6 7. Bd3  Qe7 8. O-O  O-O-O 9. Nc3  f5 10. e5  h6 11. d5  Nb8 12. Nb5  a6 13. Na7# 1-0","1nkr2nr/Nbppq1p1/pp2p2p/3PPp2/2P5/3B1N2/PP1Q1PPP/R4RK1 b - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/20875907269"
"898","2021.07.26","BrownInTown94"," 989","100God"," 984","120+1","ECO A15","English-Opening-Anglo-Indian-Defense","1. c4  Nf6 2. d3  d5 3. cxd5  Bf5 4. Bg5  Nxd5 5. Qb3  Nb6 6. g3  Be6 7. Bg2  c6 8. Qc3  Na6 0-1","r2qkb1r/pp2pppp/nnp1b3/6B1/8/2QP2P1/PP2PPBP/RN2K1NR w KQkq -","Termination 100God won - game abandoned","https://www.chess.com/game/live/21079268321"
"899","2021.06.01","BrownInTown94"," 1020","Fergus0_0"," 966","120+1","ECO A43","Old-Benoni-Defense-2.dxc5-e6","1. d4  c5 2. dxc5  e6 3. e4  Bxc5 4. Nc3  Nf6 5. Bg5  e5 6. Nd5  Qa5+ 7. c3  d6 8. Bxf6  gxf6 9. b4  Bxf2+ 10. Kxf2  Qa3 11. Nxf6+  Ke7 12. Nd5+  Kf8 13. Bc4  Rg8 14. Qb3  Qxb3 15. Bxb3  Nc6 16. Nf3  Bg4 17. Nf6  Rg6 18. Nxg4  Rxg4 19. h3  Rf4 20. Rhf1  Ke7 21. Kg1  Rg8 22. Nh2  Rxe4 23. Ng4  Re2 24. Rxf7+  Ke8 25. Rf2 1-0","4k1r1/pp5p/2np4/4p3/1P4N1/1BP4P/P3rRP1/R5K1 b - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/16326283183"
"900","2021.06.02","BrownInTown94"," 1016","EzequielNunzio"," 929","180+2","ECO D00","Queens-Pawn-Opening-Accelerated-London-System-2...Nf6-3.Nf3","1. d4  d5 2. Bf4  Nf6 3. Nf3  g6 4. e3  Bg7 5. Bd3  O-O 6. Nbd2  Nbd7 7. c3  b6 8. h4  Bb7 9. Nh2  Re8 10. g4  e5 11. Bg3  e4 12. Bb5  c6 13. Be2  Bc8 14. g5  Nh5 15. Bxh5  gxh5 16. Qxh5  Nf8 17. O-O-O  Ba6 18. Rdg1  Re6 19. Qd1  Bd3 20. Ng4  Qd7 21. Ne5  Bxe5 22. Bxe5  Ng6 23. Bf6  Rc8 24. Qh5  Qe8 25. Qg4  c5 26. h5  Nh8 27. Be5  Qa4 28. Qd1  Qxa2 29. Qb3  Qa1+ 30. Nb1  Qxb1+ 31. Kd2  Qxg1 32. Rxg1  Rxe5 33. dxe5  c4 34. Qb5  Rc5 35. Qa6 1-0","6kn/p4p1p/Qp6/2rpP1PP/2p1p3/2PbP3/1P1K1P2/6R1 b - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/16332931967"
"901","2021.06.02","BrownInTown94"," 1008","Jak0bu"," 1030","180+2","ECO B06","Modern-Defense-with-1-e4-2.d4","1. d4  g6 2. e4  d6 3. Nc3  Bg7 4. Nf3  Nf6 5. Bg5  Bg4 6. h3  Bxf3 7. Qxf3  Nbd7 8. Bd3  h6 9. Bxf6  Bxf6 10. O-O-O  O-O 11. h4  Bxd4 12. Nd5  e6 13. Nf4  Ne5 14. Qg3  Nxd3+ 15. Rxd3  c5 16. c3  Be5 17. Qe3  Qa5 18. Kb1  c4 19. Rd2  b5 20. Nh3  f5 21. f4  Bg7 22. h5  fxe4 23. hxg6  d5 24. g4  Rf6 25. f5  exf5 26. Rxd5  fxg4 27. Nf4  Qb6 28. Qd2  Qc7 29. Rf1  Raf8 30. Rd7  Qb6 31. Qc1  Rxf4 32. Rxf4  Rxf4 33. Qxf4  Qxg6 34. Qb8+  Kh7 35. Qxa7  e3+ 36. Kc1  g3 37. Rd1  g2 38. Rg1  e2 39. Qf2  Qe6 40. Rxg2  e1=Q+ 41. Qxe1  Qxe1+ 42. Kc2  Qe4+ 43. Kd1  Qxg2 0-1","8/6bk/7p/1p6/2p5/2P5/PP4q1/3K4 w - -","Termination Jak0bu won by resignation","https://www.chess.com/game/live/16333511315"
"902","2021.06.02","BrownInTown94"," 1001","A_Baby_Wipe"," 1048","180+2","ECO A40","Englund-Gambit-2.dxe5-Nc6-3.Nf3-Qe7","1. d4  e5 2. dxe5  Nc6 3. Nf3  Qe7 4. Bf4  Qb4+ 5. Nc3  Qxf4 6. Nd5  Nxe5 7. Nxc7+  Kd8 8. Nxa8  Nxf3+ 9. exf3  Qb4+ 10. c3  Qxb2 11. Qxd7+ 0-1","N1bk1bnr/pp1Q1ppp/8/8/8/2P2P2/Pq3PPP/R3KB1R b KQ -","Termination A_Baby_Wipe won by resignation","https://www.chess.com/game/live/16334096583"
"903","2021.06.02","BrownInTown94"," 1022","Fercyber"," 931","180+2","ECO A45","Trompowsky-Attack-Classical-Defense","1. d4  Nf6 2. Bg5  e6 3. Bxf6  Qxf6 4. Nf3  d5 5. e3  a6 6. c4  c6 7. cxd5  cxd5 8. Bd3  Bd6 9. O-O  O-O 10. Nc3  b5 11. Qc2  Bb7 12. Bxh7+  Kh8 13. Bd3  Nd7 14. Rfe1  Rac8 15. Qe2  b4 16. Nd1  Kg8 17. Bxa6  Bxa6 18. Qxa6  e5 19. dxe5  Nxe5 20. Nxe5  Qxe5 21. g3  f5 22. f4  Qe6 23. Qd3  Kf7 24. Nf2  Rh8 25. Qe2  Qh6 26. Nd3  Rce8 27. a4  Bc7 28. Rac1  Bb6 29. b3  Bxe3+ 30. Kg2 1-0","4r2r/5kp1/7q/3p1p2/Pp3P2/1P1Nb1P1/4Q1KP/2R1R3 b - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/16335256923"
"904","2021.06.02","BrownInTown94"," 1015","Bakedegg5"," 1158","120+1","ECO C00","French-Defense-Normal-Variation","1. d4  e6 2. e4  d5 3. e5  c5 4. Nf3  Nc6 5. c3  Qb6 6. Be3  Qxb2 7. dxc5  Qxa1 8. Bb5  Bd7 9. O-O  Qxa2 10. Ng5  Be7 11. Qf3  Bxg5 12. Bxg5  f6 13. exf6  Nxf6 14. Bxf6  gxf6 15. Qxf6  Rf8 16. Qh4  Qb2 17. Bd3  Ne7 18. Qxh7  Nf5 19. Bxf5  exf5 20. Re1+  Kd8 21. h3  Kc7 22. Re7  Qxb1+ 23. Kh2  Rad8 24. Qg7  Rfe8 25. Rf7  Qe4 26. Rxd7+  Rxd7 27. Qg3+  Qe5 0-1","4r3/ppkr4/8/2Ppqp2/8/2P3QP/5PPK/8 w - -","Termination Bakedegg5 won by resignation","https://www.chess.com/game/live/16337682999"
"905","2021.05.27","BrownInTown94"," 1113","drdevv"," 654","1/86400","ECO D00","Queens-Pawn-Opening-Accelerated-London-System","1. d4  d5 2. Bf4  f6 3. Nf3  Nc6 4. e3  e5 5. dxe5  fxe5 6. Nxe5  Nxe5 7. Bxe5  Ne7 8. c4  Ng6 9. Bg3  Bb4+ 10. Nd2  O-O 11. a3  Bc5 12. cxd5  Ne7 13. Bc4  c6 14. d6+  Nd5 15. e4  Be6 16. exd5  cxd5 17. Bd3  Qg5 18. O-O  Rad8 19. Nf3  Qh6 20. Rc1  b6 21. b4  Bxd6 22. Bxd6  Rxd6 23. Qd2  Qh5 24. Qg5  Qxg5 25. Nxg5  h6 26. Nxe6  Rxe6 27. Rc7  a5 28. bxa5  bxa5 29. Rc5  Rb6 30. a4  Rb2 31. Rxd5  Rbxf2 32. Rxf2 1-0","5rk1/6p1/7p/p2R4/P7/3B4/5RPP/6K1 b - - 0 32","Termination BrownInTown94 won by resignation","https://www.chess.com/game/daily/336430507"
"906","2021.06.03","BrownInTown94"," 983","knightofchess07"," 1008","120+1","ECO D00","Queens-Pawn-Opening-Accelerated-London-System-2...e6","1. d4  d5 2. Bf4  e6 3. Nf3  Nf6 4. e3  Bb4+ 5. Nbd2  Bd6 6. Bg3  c5 7. c3  c4 8. b3  b5 9. Ne5  O-O 10. Ndf3  Ne4 11. Be2  f6 12. Ng4  h5 13. Nh6+  gxh6 14. Bh4  Ng5 15. Nd2  Qe8 16. Bxh5  Qxh5 17. Qxh5  Kg7 18. Bxg5  fxg5 19. h4  Rf5 20. g4  Rf6 21. hxg5  Rg6 22. gxh6+  Kh7 23. O-O-O  Bd7 24. Qh3  e5 25. Nf3  Bxg4 26. Qg3  exd4 27. Qg2  Bh5 28. Qh2  Bxf3 29. Qh3  Bxh1 30. Rxh1  Nc6 31. exd4  Rag8 32. Qd7+  Ne7 0-1","6r1/p2Qn2k/3b2rP/1p1p4/2pP4/1PP5/P4P2/2K4R w - -","Termination knightofchess07 won on time","https://www.chess.com/game/live/16417571607"
"907","2021.06.03","BrownInTown94"," 990","hunterwaslicki"," 934","120+1","ECO B00","Owens-Defense-2.d4","1. d4  b6 2. e4  Bb7 3. Nc3  e6 4. Nf3  Bb4 5. Bd3  Nf6 6. Bg5  h6 7. Bh4  g5 8. Bg3  Nxe4 9. Bxe4  Bxe4 10. Be5  f6 11. Bg3  f5 12. h3  Nc6 13. O-O  Qf6 14. Ne5  Bxc3 15. bxc3  f4 16. Bh2  Nxe5 17. dxe5  Qxe5 18. Re1  d5 19. f3  Bf5 20. Rxe5 1-0","r3k2r/p1p5/1p2p2p/3pRbp1/5p2/2P2P1P/P1P3PB/R2Q2K1 b kq -","Termination BrownInTown94 won by resignation","https://www.chess.com/game/live/16418150779"
"908","2021.06.03","BrownInTown94"," 972","hunterwaslicki"," 952","120+1","ECO A40","English-Defense","1. d4  b6 2. Bf4  Bb7 3. Nc3  e6 4. e4  Bb4 5. a3  Bxc3+ 6. bxc3  Bxe4 7. Bd3  Bxg2 8. Qg4  Bxh1 9. Qxg7  Qf6 10. Be5  Qxg7 11. Bxg7  Nc6 12. Bxh8  O-O-O 13. O-O-O  Nh6 14. Bf6  Rg8 15. Ne2  Bf3 16. Re1  Ng4 17. Rg1  Rg6 18. Be5  Ncxe5 19. dxe5  Rg5 20. Rg3  Bxe2 21. Bxe2  h5 22. h3  h4 23. Rxg4  Rxe5 24. Bd3  Re1+ 25. Kd2  Ra1 26. Rxh4  Rxa3 27. Rb4  a5 28. Rb3  Ra1 29. Be2  a4 30. Rb4  a3 31. h4  Rh1 32. Ra4  b5 33. Ra5  a2 34. Rxa2  Rxh4 35. Ra8+  Kb7 36. Bf3+  c6 37. Rg8  Rh2 38. Ke3  f5 39. Rg7  Kc7 40. Rf7  Rh8 41. Rg7  Ra8 42. Kd4  Ra2 43. Kd3  Ra1 44. Kd2  Rf1 0-1","8/2kp2R1/2p1p3/1p3p2/8/2P2B2/2PK1P2/5r2 w - -","Termination hunterwaslicki won on time","https://www.chess.com/game/live/16418722133"
"909","2021.06.03","BrownInTown94"," 1025","GoldenFreakinJoe"," 923","180+2","ECO A43","Old-Benoni-Defense-2.dxc5","1. d4  c5 2. dxc5  Qa5+ 3. Nc3  Qxc5 4. Be3  Qc6 5. Bd4  Nf6 6. e3  g6 7. Bb5  Qc7 8. Nf3  Bg7 9. Ne5  a6 10. Bd3  d6 11. Ng4  Bxg4 12. f3  Be6 13. g4  O-O 14. g5  Nh5 15. Bxg7  Kxg7 16. Qe2  Bh3 17. O-O-O  Nc6 18. f4  Qd7 19. Nd5  Bg4 20. Nb6  Bxe2 21. Nxd7  Bxd1 22. Nxf8  Rxf8 23. Rxd1  Nb4 24. Bc4  b5 25. Bb3  Rc8 26. c3  Nc6 27. Rd2  Na5 28. Bd1  f6 29. f5  fxg5 30. fxg6  Kxg6 31. Rd5  Nf6 32. Rd2  Ne4 33. Re2  h6 34. Bc2  Rc4 35. Bd3  Ra4 36. b3  Nxb3+ 37. axb3  Ra1+ 38. Kc2  Kf5 39. Rf2+  Ke5 40. Bxe4  Ra2+ 41. Kd1  Rxf2 42. Bg6  Rxh2 0-1","8/4p3/p2p2Bp/1p2k1p1/8/1PP1P3/7r/3K4 w - -","Termination GoldenFreakinJoe won by resignation","https://www.chess.com/game/live/16500302981"
